Date,Username,Comment,Like
2025-10-17T07:11:09Z,@samurai896-m9g,"pertanyaannya klo pun banyak yg hijrah dgn metode vibe coding, apakah pasar/company open minded terhadap hal ini ? karena sepengalaman saya interview, semuanya menekankan pada pemahaman fundamental, terbukti klo terlalu mengandalkan AI ketika live coding yang kebanyakan tanpa boleh menengok referensi/apalagi AI,  maka akan kesulitan. <br><br>Saya rasa coding juga bukan sebatas aplikasi itu bisa diselesaikan, tp yg lebih utama problem solving yg mengandalkan logika berfikir.<br><br>Jadi pd akhirnya menurut saya AI adalah = alat bantu, tp secara garis besarnya kita harus memahami secara menyeluruh.",0
2025-10-17T04:32:35Z,@hendrjl,Fakta tapi banyak yang tidak suka,0
2025-10-17T00:37:10Z,@fdzly7511,Bagi gua AI di coding itu umpama stack overflow yang udah di upgrade,0
2025-10-17T00:37:05Z,@setopriambodo243,Pak akankah channel ini ada pembelajaran untuk QA engineer?,0
2025-10-17T00:17:14Z,@nusalabs,"Lah, saya kira video ini isinya roasting vibe coder... Ternyata gk ada statement menyinggung sama sekali. Kenapa pada marah ya?",0
2025-10-16T11:25:42Z,@_halidigitulo,"Cerita pengalaman sedikit: saya beberapa tahun lalu, bertahun-tahun belajar bikin dynamic menu berdasarkan database, gak nemu-nemu solusinya, gak ada kasi tutorial lengkap. dengan adanya AI ini saya sangat terbantu, akhirnya Starter Kit pertama saya lahir beberapa bulan lalu 😀 Terimakasih AI Gratisan..",0
2025-10-16T10:56:51Z,@mbhqal8312,"sebenernya ini bukan cuma masalah AI dalam coding, tapi dalam kebanyakan bidang. Masalah yang lebih besarnya, nggak cuma berdampak dalam level individu, tapi industri juga berubah. Jurnalistik, keuangan, musik, dll. itu kena dampak. Lebih cepet dan lebih murah? jelas, tapi pasti nggak tahan lama karena semua orang bisa &quot;belajar&quot; dengan cepat. Hasilnya ada, tapi kalau ditanya mengenai proses dan keilmuan di bidangnya, nggak ngerti. Nggak ada kredibilitasnya, jadi mudah diganti sama orang lain.",0
2025-10-16T06:54:03Z,@nurmuchson476,"nyuruh ai malah bikin berantakan kalo untuk bikin kode, saya menggunakan ai  untuk programing hanya untuk mendapatkan insight saja kira-kira apa yang salah dan brainstorming. karena kalo menggunakan stackoverflow saya malas cari solusinya.",0
2025-10-16T06:13:08Z,@sweetw7526,"Betul ini, <br>Vibe Coding itu bisa dimanfatkan ketika sudah paham fundamental, dan tolong ketikan vibe coding itu harus diarahain &quot;logic&quot; nya si AI, sehingga kita nya tidak tersesat di aplikasi kita sendiri. Lalu satu poin lagi, tepat jika kita vibe coding hanya untuk kegiatan yang repetitif  dan habisin waktu. atau sudah tau cara buatnya, tetapi dikejar deadline / waktu. Bijak-bijak aja, gua juga pake vibe coding untuk buat CRUD, jadi gua buat 1 CRUD yang lengkap, sisanya yang repetitif, gua minta AI aja yang sesuaikan dengan CRUD yang gua kerjakan sebelumnya.",0
2025-10-16T05:26:27Z,@gerrysutsuga2119,"Saya mungkin beda pendapat ya bang jadi perkembangan teknologi semakin cepat ada namanya istilah disrupsi di jaman sekarang contoh dulu kita belanja selalu offline sekarang udh online, dulu transportasi masih manual sekarang udh berbasis teknologi, dulu orang sering nonton televisi sekarang pindah ke youtube yang nonton sesuai pilihan, dulu ngerjain tugas masih ngetik2 dikit walaupun bisa di transcrip. Sama halnya untuk pekerjaan coding, ceo nvidia pun berkata pekerjaan coding sudah bisa dilakukan otomatis, sudah banyak orang yang bisa buat aplikasi dengan bantuan AI sebenernya ga hanya di dunia programer aja kaya dunia seni ada video, 3d animasi juga sudah pakai AI semua. Percuma juga cuma ngeluh grutuin orang pake AI bang, yang menjadi konsen seharusnya para programer juga jangan mau kalahlah artinya kan punya fundamental kalo dikombinasikan dengan AI tentunya semakin expertlah. Orang awam vibe coding secara ga punya basic kalo programer plus AI semakin expert bukannya malah denial dengan perkembangan jangan jadi kayak nokia yang ga berinovasi tergerus jaman",2
2025-10-27T12:44:21Z,@sandhikagalihWPU,sepakat. keywordnya ada pada kalimat &quot;punya FUNDAMENTAL kalo dikombinasikan dengan AI akan semakin EXPERT&quot;,0
2025-10-16T04:25:32Z,@NerdMegane-IGN,"Saya seorang producer game, untuk beberapa alasan finansial saya harus mengurangi jumlah karyawan saya. Secara tidak langsung mengakibatkan saya terjun langsung untuk bantu produksi. Jujur untuk model AI LLM untuk coding ini beneran sangat membantu. Tadinya saya harus punya 3-4orang, saat ini cukup 1 orang fullstack yang paham sebagai operator, bahkan produksi jauh lebih cepat. Tapi.. tidak sampai disitu, sangat membantu? betul, powerful? iya.<br><br>Dengan catatan kalian tidak bisa mengandalkan AI sepenuhnya, karena apa? sciprt code yang dihasilkan sering tidak konsisten, cenderung boros logic, tidak bisa untuk logic kompleks, boros waktu kalau kalian tidak sering melakukan double check setiap baris codenya. Saran saya, apa yang dinarasikan video ini betul sekali. Untuk teman-teman coder pemula, jangan jadikan LLM sebagai armor ironman, tapi sebaiknya jadikan dia mentor atau PA. Untuk temen-temen di level atas AI ini bisa jadikan tenaga kerja dan sudah sangat bisa diandalkan.<br><br>Terakhir untuk awareness, 10-20 tahun lagi model AI mungkin sudah bisa menggantikan coder di entry level. Kalau kalian terlena dan lebih sering mengandalkan mentor kalian angkat beban, saya rasa ujung-ujungnya kalau kalian tidak mengerti fundamental perusahaan juga tidak mau pakai kalian. Pengalaman saya pernah hire vibe coder dan hasilnya tidak memuaskan.",0
2025-10-16T03:33:40Z,@Novinaldi,Betul sangat betul. Ini yang selalu saya sampaikan ke mahasiswa-mahasiswa saya mas.,0
2025-10-16T01:39:14Z,@firdausbinsulaiman-z1o,Setuju Pak Dhika. Vibe coding adalah teman belajar.,2
2025-10-16T01:28:45Z,@jaecoy,pak Dika apakah masih memungkinkan jika kita sudah bukan freshgraduate lagi merintis karir di dunia programming drai mulai junior programmer dulu?,0
2025-10-15T18:23:08Z,,"program beli vocer wifi paymen gatway dong pak, paymen tripay duitku",0
2025-10-15T18:04:28Z,@RulesofNurtureSlayer,"Saya gak tau metode saya benar, tapi selama di dunia programing, Saya kebanyakan rely ke AI karena untuk belajar code yang AI generated, pada saat selama saya membuat project. Jadi selama ini sekarang saya lumayan terbantu sama adanya AI ini untuk alat bantu belajar dengan mengenerate contoh contoh serta penjelasan dari codingnya. <br><br>Contoh: React itu kalau mau ganti value dari array itu harus buat array baru sementara agar bisa mengganti value dari array tersebut karena konsep React ini immutable. Saya baru belajar ini melalui AI.",0
2025-10-15T16:12:10Z,@advhe77,setuju...tetep harus fundamental di pahami bgt....utk dpat menguasai struktur coding yg dibangun,0
2025-10-15T16:03:25Z,@p.eriksonsaragi7129,"Tip buat pemula tentang AI: &quot;Memanfaatkan&quot;, jangan &quot;Mengandalkan&quot;.",0
2025-10-15T15:47:06Z,@rahmatkurniawan7644,lah ada gorengan ternyata,0
2025-10-15T15:11:49Z,@lockpad1,analogi bleach paling masook pak,0
2025-10-15T14:57:33Z,@iqbaltaufiq17,jadi keinget mahasiswa indo di mock interview coding jesus,0
2025-10-15T14:53:56Z,@boysandra266,"Saya pakai hanya sebatas use case dan menjelaskan kode2 yang belum saya paham, tidak pernah bikin program sampai jadi. Sebagai programmer pemula, saya lebih senang ngetik kode sekaligus melatih muscle memory",0
2025-10-15T13:58:49Z,@YusufKhoiri,"saya praktisi VIBE CODING, cuma modal chat gpt.<br><br>Dulu belajar dasar lewat video pak Dika 🙏.<br><br>Web dan semua fitur yang saya buat berjalan dengan baik dan optimal. Tidak ada kendala. Maintenance juga oke.<br><br>Chat gpt pandu saya bahkan dari awal setup hosting, pemilihan panel hingga struktur folder<br><br>Setiap baris kode yang butuh komentar ditulis dengan baik untuk mempermudah.<br><br>kalau dibuat manual tanpa ai mungkin butuh waktu berbulan2.<br><br>Tapi dengan chat GPT, 1 Minggu kelar.  Bahkan dengan alur logika yang jauh lebih sederhana dibandingkan harus buat manual<br><br>Semua sesuai kebutuhan saja. Kalau proyekmu sederhana, one man show dan tidak bernilai ekonomis.VIBE CODING pilihan yang tepat.",0
2025-10-15T13:16:26Z,@tes-sm9oq,Coding itu sudah mati. Sudahlah 😊,0
2025-10-27T12:44:53Z,@sandhikagalihWPU,😊,0
2025-10-15T12:49:54Z,@RdPermanadikusumah,"Saya EM 12 tahun experiences, saya cinta vibe coding hahaha",0
2025-10-15T12:40:25Z,@identic-7,Hanya untuk pemula kan Pak Dhika 😊,0
2025-10-15T11:36:57Z,@gmathproindonesia2520,"Gue pengalaman ngoding 30 tahun, dengan adanya AI, tetap aja Algoritma nya gue yg desain, baru AI yg exekusi.",0
2025-10-15T11:14:09Z,@andreaswibowo8333,"Saya dulu belajar COBOL, dBase III+ , BASIC, saya mencari aplikasi untuk RT yang di jual  internet tapi tidak ada yang sesuai dengan keinginan saya, akhirnya dengan AI saya berhasil membuat Aplikasi untuk RT dengan Node.js dan React.js. Tebak berapa umur saya?",0
2025-10-15T11:12:04Z,@Khorzyy,"saya walaupun sedang belajar tapi pakai ai untuk penjelasannya dan saya cari tahu sendiri di stackoverflow/github/docs ataupun youtube<br>contoh usecase:<br>saya mau bikin cuman api tapi saya masih belom bisa backend  nahsaya minta bantuan chatgpt tapi tidak saya copy paste tapi saya ketik sendiri, kalau error benerin sendiri gak dapet ya tanya aja copy codingan kita lalu paste di chatgpt &quot;kenapa error? jelaskan dulu baru beritahu error dimana jangan kasih saya codingannya&quot;<br><br>nah gimana nih menurut bapak??",0
2025-10-15T10:59:59Z,@mohammadusmanasegaf7180,Salah satu penyesalan dihidupku :( . Dulu emang kurang yang peringatin karna masih baru juga LLM tapi harusnya lebih sadar bahwa itu bisa ngancurin skill dikit dikit.,0
2025-10-15T09:13:37Z,@bukiromst8836,WPUcourse dibangun teknologi web apa pak?,0
2025-10-15T13:14:16Z,@sandhikagalihWPU,saat ini appnya pakai nextjs,1
2025-10-15T08:10:22Z,@VyyZy,menyala pak,0
2025-10-15T07:45:31Z,@emul_god,"algoritma saya tumpul semenjak menggunakan ai, beda banget sama waktu main belajar ngodingnya, walaupun seperti mudah membuat ataupun mendapatkan aplikasi yang di butuhkan tapi merasa tidak punya kontrol penuh atas project yang dibuat. gatau ini bagus atau tidak untuk kedepannya, tapi seperti rasa percaya diri dengan hasil project lebih menurun",1
2025-10-15T07:15:27Z,@astu-z9v8f,"Jangan dengarin apa kata orang yang penting cuan... Pecuma lo jago coding tapi gak bisa menjual? Pertanyaannya udah berapa cuan yg udah lo dapat? Lah anak baru kemaren baru tau coding namun punya kreativitas tinggi dan tau cara menjual dan mengetahui kebutuhan pasar akhirnya dapat cuan jutaan dollar 😂😂 gimana gan mudah database, payment getaway dll udah tinggal click. Tapi bisa mendapatkan jutaan dollar. Lah lu yang koar-koar katanya paling jago coding. Cuma gitu&quot; Aja... Sekarang yg penting cuan 😅😅😅",0
2025-10-15T07:11:09Z,@grunt515,"Demi kecepatan timelinebak cahaya, AI diperas",0
2025-10-15T06:29:41Z,@hamimman3680,saya pernah ngoding pake AI bukannya vibe coding malah jadi vibe error,0
2025-10-15T06:20:03Z,@andrajefry4192,"Betul pak, Saya programmer Dari YT untuk Web App, sering gunakan AI sebagai pembantu untuk mecahkan masalah",0
2025-10-15T06:01:23Z,@husnualzhan,"saya merasa vibe koding hanya works pada situasi tertentu seperti debugging , refactoring dan meminta penjelasan sebuah kode. tidak semua orang punya jaringan, uang dan kemauan untuk belajar ilmu baru karena terbatasnya waktu. ai adalah solusi untuk orang malas ngoding😂",0
2025-10-15T05:06:08Z,@rizkymuhammadreza9564,"product owner: story pointnya 1 ajalah, kan bisa pake vibe coding",0
2025-10-15T04:54:57Z,@GameWaktuIstirahat,"Kalo menurut aku, AI itu partner belajar mau itu pemula maupun senior. karena senior pun tetep harus di tuntut untuk belajar. semenjak ada AI proses belajar bisa jadi lebih cepat. kita bisa jadi belajar hal baru lebih banyak. aku masih menemukan kenikmatan di proses belajarnya, rasa penasaran yang bikin ingin tau kenapa AI ngasih jawaban seperti itu, apa logika dasar yang dipakai. jadi buat yang vibe coding entah itu pemula atau senior, pastikan kalian tahu fungsi dari setiap baris code yang diberikan AI. jangan asal copas aja",0
2025-10-15T12:29:28Z,@sandhikagalihWPU,mantap! nice share,0
2025-10-15T04:37:05Z,@purwantoaiautomation,"Dunia coding udah evolve. Sekarang bukan soal gaya ngoding, tapi seberapa cepat lo bisa deliver hasil. Move on dikit, bro. Kalau nggak mau adaptasi, ya bakal kayak orang yang masih ngoding pakai assembly di 2025 😅",1
2025-10-15T07:17:47Z,@astu-z9v8f,Yang jelas seberapa cuan... Percuma jago coding tapi gak ada cuan 😅😅😅 Ai justru membantu buat app dan buat SaaS...,0
2025-10-15T04:27:09Z,@blitzmui,😂😂😂 vibe koding akan tersesat apabila baru paham coding tanpa belajar dasarnya dulu,0
2025-10-15T04:14:22Z,@daisainer,"Pelatihan Koding dan KA untuk guru, disuruh generate koding pake AI tapi gak dijelasin kodingannya 😂",1
2025-10-15T03:48:14Z,@korandigital6378,Kalo pakai bootstrap termasuk vibe coding pak?,0
2025-10-15T13:14:27Z,@sandhikagalihWPU,tidak termasuk,0
2025-10-16T00:45:35Z,@korandigital6378,​@sandhikagalihWPUsiap pak,0
2025-10-15T00:59:50Z,@rheizakurnia4471,Semenjak ada AI program saya yang complex bisa dengan mudah di fahami oleh orang yang baru memahami. Agak sedikit sakit sih wkwk,0
2025-10-14T23:37:12Z,@rukhanzakaria,"Sebenarnya ga cuma buat programmer. Buat penulis, designer, pelajar dan semuanya. AI ini menjadikan otak jadi males berfikir mendalam. Apa apa ntar tanya AI. Si AI tambah pinter kita tambah males 😂😂. Harus wise pegang alat satu itu..",0
2025-10-14T23:29:05Z,@hirohito7781,"Pernah dapat tugas dari sekolah tapi waktu itu saya belum ngerti ngoding, jadi ngandelin ai dan berakhir tidur jam 2 malam 😂😂",0
2025-10-14T23:22:57Z,@fachridatulotolomo6781,"<a href=""https://www.youtube.com/watch?v=3UTMXKg47BM&amp;t=692"">11:32</a> : Saya seorang programmer yang baru comeback dari rehat karena kena gerd dan anxiety, kalau pengalaman saya saya tetap rutinin 3 bulan pertama belajar fundamental programming dan DSA setelah itu saya banyakin beli kursus berbasis studi kasus agar bisa belajar nerapin cara solve para tutor untuk saya implementasikan dan untuk saya penggunaan AI saya buat untuk belajar trik nya agar tau penggunaan prinsip dalam code seperti DRY, SOLID, dan lain² selain ebook yang saya beli dan itu bagi saya Alhamdulillah worth it",0
2025-10-15T00:39:36Z,@aryokesuma4071,"Wah keren banget mas, perjalanan belajarnya niat dan terarah banget 👏<br>Salut juga bisa balik lagi setelah sempat rehat, mengumpulkan semangat untuk ngoding lagi itu memang nggak gampang ya mas 😄<br>Setuju banget soal AI, kalau dipakai buat belajar konsep kayak DRY &amp; SOLID tuh bener-bener ngebantu ngeliat “cara mikir” di balik kode 🔥",0
2025-10-15T01:06:44Z,@fachridatulotolomo6781,​@aryokesuma4071tetep semangat ngulik dan belajar coding dan debugging mas hehe,0
2025-10-14T20:53:09Z,@RestuAgilPurnomoAdi,Thumbnailnya keren pak 😅,3
2025-10-14T20:45:41Z,@Phadilviq,"Masih kerasa ngoding jaman jaman sebelum ada ai, tabs stackoverflow pasti numpuk di browser🤣",0
2025-10-14T20:44:43Z,@arfani_asra,"Bener sih, saya ngerasain transisi dari ngoding yang manual ke vibe coding, dan saya cenderung agak ketergantungan dengan AI. Bismillah, lagi nyoba untuk perlahan2 lepas dari AI terutama dalam aspek coding.<br><br>Lagian, makin kesini saya ngerasa too much pake AI malah jadi kelihatan flawnya, karena AI nya sering ngaco wkwk",0
2025-10-14T20:29:11Z,@luthfind,sedang saya alami😢,0
2025-10-14T19:03:33Z,@artmosphereID,"gw punya ilmu fullstack tapi pengalaman profesional 6 tahun di Frontend. Gw ngerasa terbantu sama AI tuh untuk belajar nya sih. Contoh kemarin gw lagi bikin platform sendiri, pengetahuan backend gw ga begitu mantep, jadi bikin db nya pake supabase. Nah di supabase kan tetep main SQL, disini gw mainin AI nya, klo ada query SQL yang complex banget, gw biasanya minta tolong AI buat bikinin. Tapi, setelah SQL nya jadi, gw pelajarin tuh baris per baris, gak plek ketiplek copas. Nah disini gw jadi belajar bikin SQL complex yg efisien. Bayangin klo gak ada AI, gw yg cuman pengalaman di Frontend pasti lama banget belajar SQL2an ini",0
2025-10-16T06:50:59Z,@haixi_rtc,"Real, bahkan bisa disuruh buat ngasih solusi alternatif &amp; jelasin kenapa harus ini kenapa harus itu",0
2025-10-14T17:10:54Z,@dewabrata83,"Dulu orang bikin bahasa instruksi ke komputer menggunakan assembler, kemudian karena terlalu rumit kebahasa sedikit lebih manusiawi ke bahasa c, karena masih merepotkan muncul lagi bahasa jembatan seperti perl, PHP atau JNI yang dipakai Java, jadi kalau sekarang muncul bahasa instruksi yang paling alamiah , langsung nyuruh, wkwkwkkw jadi secara teori manusia telah mencapai tahapan membuat bahasa yang dulu diinginkan sebetulnya, yaitu bahasa yang dipahami bagi orang awam untuk melakukan instruksi ke komputer, bisa jadi masa depan orang memang cuma mampu menggunakan bahasa vibe coding, seperti saat ini kita banyak programmer yang ga paham bagaimana assembler bekerja, apakah manusia makin bodoh , antara iya dan tidak, manusia semakin kreatif membuat produk2 yang dahulu ga semua orang bisa membuat, mungkin saat ini belum tapi perlu diingat teknologi ini baru ada beberapa tahun saja berkembang, 5 tahun kemudian tidak ada yg pernah menebak kemajuan teknologi selanjutnya",0
2025-10-14T16:33:01Z,@InginjadiProgammerHandal,"mantap sekali pak saya setuju banget, aku pernah coba full vibe coding projectnya jadi tapi rasa kepuasan terhadap diri sendiri itu tidak ada walaupun projectnya jadi, beda bangetkalo sambil ngelihat dokumentasi pas bisa nge solve sendiri tuh ada rasa puas tersendiri",2
2025-10-14T16:11:57Z,@RafflesiaInternetAccess,Pak ada course python kah ?,0
2025-10-14T16:09:30Z,@irvanhardyanto7038,"dulu sebelom ada chat gpt, stack overflow adalah k o e n t j i",0
2025-10-14T15:29:57Z,@MikaelDewabrata,"Bagus kontennya Pak, dan bikin heboh",0
2025-10-14T15:13:42Z,@tangan5663,"Saya pernah men challenge diri sendiri untuk membuat suatu mod dari javascript. Awal awalnya gagal berkali kali, berpikir, dan kebingungan. Saat itu saya bener bener tidak mengerti logic bahkan syntax javascript, apalagi debugging, setelah belajar logic dasar javascript dan comot code orang lain, baca dokumentasi. Niscaya saya bisa coding, jadi inspirasi teman teman saya.<br><br>Pengalaman ini tak akan pernah bisa di dapat kalo vibe coding. Selain itu ini bisa buat vulnerable Atau sekedar logic error, karena pada dasarnya bukan orangnya yang coding tapi ai. Akan makan waktu lebih banyak untuk debugging. Sekarang saya sudah pakai LLM untuk auto complete atau sekedar refactor.",0
2025-10-14T14:54:27Z,@panggilmeiam,"Akhirnya dibuatin videonya, dengan ini bisa jadi dalil. Biar saya lebih mudah ngasih taunya...",5
2025-10-14T14:30:56Z,@rahulmarcelino,"Terima kasih pak dapat insight yang sangat deep, membuat pkiran lebih trbuka terhadap ai ini",2
2025-10-14T13:47:58Z,@robykornela,"Ngobrolin soal VIBE CODING, Tergantung sudut pandang kita soal tools dalam hal kali ini adalah AI. Dalam 1 sisi memang di benarkan bahkan di haruskan untuk memahami fundamental algoritma dan bahasa pemrograman itu sendiri. Namun di 1 sisi lain dalam kehidupan nyata kita di kejar deadline dan kebutuhan hidup (uang). So bagaimana prinsip kebijakan hidup berperan disini, mau nunggu (analisa) setiap baris error dalam hal ini adalah bercakap dengan AI atau berdebat dengan anak istri? Karena Hasil akhir lah yang menjadi penentu. 😅<br>Dengan kondisi demikian, jika kalian udah terjun ke dunia IT (Developer) pentingnya adalah memahami konsep yang di inginkan dituangkan ke dalam bait kode dan di visualkan kedalam hasil. 😅",0
2025-10-14T14:25:19Z,@sandhikagalihWPU,"yap balik lagi ke pribadi masing2. kalo urusannya sudah profesional, tanggung jawab dan konsekuensinya berbeda, silahkan pertimbangkan baik buruknya.<br><br>yang saya fokuskan di video ini adalah untuk mahasiswa dan mereka yang baru belajar coding<br><br>nice share, terima kasih",0
2025-10-15T11:56:59Z,@robykornela,@sandhikagalihWPU tanpa mengurangi rasa hormat pak &amp; tanpa bermaksud menyalahi isi konten. Saya hanya berpendapat dari kacamata saya 🙌,0
2025-10-15T12:27:28Z,@sandhikagalihWPU,"@robykornela  justru tidak menyalahi, saya sependapat kok dengan kamu ☺👍<br><br>pemula dan mahasiswa kemungkinan besar belum punya tanggung jawab dan konsekuensi yang sama seperti seorang profesional",0
2025-10-14T13:37:52Z,@aufarijaal,meng analogikan Anime dan Gym sekaligus adalah hal yang mantap pak wkwk,2
2025-10-14T14:08:52Z,@sandhikagalihWPU,terima kasih ☺️🙏,0
2025-10-14T13:31:26Z,@ldqbaz,"Kalau saya gimana pak, dulu saya cuma bisa mimpi belajar coding pak. Saya kuliah di teknik sipil, kerja di pemerintahan, dan rasanya pintu dunia programming sudah tertutup. Tapi sejak kenal AI pak, saya seperti dibangunkan kembali. Tanpa latar belakang IT, saya bisa bikin script automasi yang bikin kerjaan saya 10x lebih efisien dari bikin surat, pengarsipan, template, laporan, pengingat rapat, sampai pindah data antar spreadsheet, form, dan  docs. Semua bisa otomatis. Bahkan rumus soreadsheet yang dulu cuma sederhana, sekarang bisa saya desain dengan logika kompleks dan fallback yang detail.<br>Yang paling bikin takjub, tugas survei pendataan yang biasanya makan waktu buat input 1 1, sekarang tinggal saya ubah ke CSV dan masukin ke aplikasi web pakai automasi. Teman-teman sampai heran lihat layar saya gerak sendiri. Sampe sampe punya pikiran jelek sama programmer dinkominfo klo kerjaan gini tuh bisa banget kok sinkronisasi, tapi kenapa harus manual dan pindah pindah web! terus lagi tugas bikin laporan, lah yang punya web sono kok ga dibuatin generate laporan, sampe saya inject sendiri buat scriptnya. Semua bisa jalan maksimal itu berkat vibe coding. Tapi saya sadar, saya nggak mau cuma jadi operator AI. Saya tetap belajar pak supaya bisa baca dan pahami kode, bukan cuma run dan maki-maki AI kalau error.<br>Cita-cita saya masih panjang. Saya ingin pengalaman saya ini bisa jadi celah solusi universal bahwa teknologi bisa jadi jembatan, bukan penghalang. Terima kasih Pak WPU, sudah berani angkat topik ini",0
2025-10-14T13:25:30Z,@isenksaja5333,"vibe coding itu pada dasar pindahin profesi programmer/developer jadi product manager, jadi sama aja saat kamu jadi manager, seharusnya ga perlu audit sendiri semua code anak buah kamu, makanya banyak programmer merasa jadi oon/dump sejak pakai ai, karena ga sadar pindah profesi, management ada ilmunya sendiri, enaknya ai kita ga perlu pikirin perasaan dia, kalo manusia ya mungkin lo jadi programmer biar ga banyak urusan dengan perasaan orang😅",0
2025-10-14T12:51:59Z,@HendraSusanto,"Kalau analogi gua sih dengan kalkulator.<br><br>Vibe coding itu ibarat orang gak pernah belajar matematika, terus mencet di kalkulator 9 x 8 terus dikasih hasilnya 72 (tapi di case AI terkadang kalau lagi halu hasilnya bisa 71 atau 73 atau lainnya).<br><br>Terus mereka merasa keren karena tidak perlu tahu 9 x 8 itu gimana alurnya sehingga hasilnya 72. Dari mana mereka tahu 72 itu  jawaban yang benar? Ya cuma sejauh mana mereka yakin jawaban AI itu benar.<br><br>Sedangkan bagi orang yang udah tahu matematika dasar, ngeliat hasil AI bahwa 9 x 8 = 72 itu mereka tetap nge-review/cross check lagi, &quot;oh benar 9 x 8 = 72&quot;, jadi kalau AI nya lagi halu ngasih jawaban 71 atau 73, mereka akan ngeh.<br><br>Vibe coding ya sama. Tanpa ngerti code yang ditulis AI, lu mungkin wow sama hasil AI (apalagi frontend yang kayaknya lebih reproducable dan lebih banyak resource di internet yang udah ditelan AI). Tapi gimana lu tau codenya itu benar? Dan saat hasil frontend AI itu lagi itu lagi (karena emang akan sama at some point) kemudian lu harus ngedit supaya beda dengan orang lain, pilihannya adalah:<br><br>1. Lu gak ngerti coding sama sekali, jadi lu cuma prompt suruh AI ngubah -&gt; makin lama dan makin banyak context, AI makin bego, plus cost akan makin gede<br>2. Lu ngerti coding, jadi lu tau mana code AI yang benar dan yang ngaco, dan tinggal ngedit hasil code AI seperlunya. Atau lu prompt spesifik yang lu perluin terus ntar AI ngasih tau ngubahnya di mana.<br><br>Intinya, jadilah orang yang ngerti matematika dasar LALU pake kalkulator untuk memudahkan.",0
2025-10-14T14:10:03Z,@sandhikagalihWPU,"yap, analogi yang mantap!",0
2025-10-14T11:56:26Z,@rofjanar,"menurutku fine fine saja, sangat mempermudah sekali. asal jangan ngaku-ngaku. jujur saja kalau hasil AI. Buat orang yang bukan profesional di industri tidak masalah, kalau pengen fokus ke industri baru perlu memperdalam keilmuan dan skill kodingnya.",0
2025-10-14T14:22:08Z,@sandhikagalihWPU,"jujur dan paham dengan hasilnya itu 2 hal yang berbeda. kalo jujur pake AI tapi ga paham dengan hasilnya, tetep aja gak fine kalo menurut saya, karena tidak bisa mempertanggungjawabkan",0
2025-11-03T18:03:01Z,@rofjanar,"​@sandhikagalihWPU apa yang dipertanggungjawabkan pak? Kan bukan professional. Selama yang pakai oke oke saja dan tidak merugikan orang lain tidak masalah. Semua tergantung studi kasusnya. Implementasinya buat apa dulu. Saya sudah tekankan, jika memang untuk profesional apalagi arahnya ke komersial ya wajib perlu faham koding . Kalau buat project kecil mandiri dan perlunya hasil langsung okeoke saja menurut saya. Pertanggungjawaban di diri masing2.",0
2025-10-14T11:54:35Z,@haniframadhan1484,"saya make ai paling buat bantu buat unit test aja, inti dari code nya ya saya buat sendiri 😅",0
2025-10-14T11:49:55Z,@ilhamabdulhakim8639,Saya lagi ngejar portofolio dengan joki aplikasi. Dan lagi mau switch karir ke IT dan bener banget. Saya sangat relate.. Tolong tambahan saran dari para seniorr🙏🙏,0
2025-10-14T11:41:08Z,@muhammadbudiawan7889,harus tahu fundamental programing biar kita yang kendalikan AI. klo ga tahu fundamentalnya ya selamat datang di ketersesatan dan ketumpulan otak.,0
2025-10-14T11:36:11Z,@dantoking1122,"AI buat diskusi , buat belajar refaktor cara lebih efektif, dan cari cara opsi lain untuk cari2 alternatif cara",0
2025-10-14T11:13:09Z,@yanuaryusufadika4003,"Memang benar kl awal2 udah pakai AI, itu bahaya. Namun di dunia kerja, butuh delivery yang cepat. kalau dulu, tanpa AI, kita musti lembur2 tiap hari untuk ngejar deadline, fixing code, clean code, unit test, integration test, e2e test, testmo, dst. Padahal user g peduli itu, tapi kita harus melakukan itu biar aplikasinya stabil. Sekarang dengan AI, semua itu bisa diselesaikan. Jadi user senang, apikasi stabil, pulang cepet.",0
2025-10-14T14:14:51Z,@sandhikagalihWPU,"kalo udah di dunia kerja beda lagi, tanggung jawab dan konsekuensinya beda dengan mahasiswa atau yang baru belajar",0
2025-10-14T11:08:59Z,@cygtrafolia1007,"Terima kasih, Pak, videonya, saya langsung daftar member gym sekarang",0
2025-10-14T14:09:04Z,@sandhikagalihWPU,"haha, gas!",0
2025-10-14T11:07:30Z,@hudd1n366,"Fakta ini benar adanya, banyak dari tim ku udah mulai pakai Ai secara berlebihan, ada yang mereka di stir sama Ai, sedih sihh. kemudian ada yang udah tau dia bisa ngelakuin itu tapi karena gaada waktu dia jadi males buat ngoding dan pakai Ai semua. menurutku saat ini dan setelahnya sarjana programmer bakal di stir Ai buat bikin aplikasi, kita jadi gabisa buat ngobrol serunya coding satu sama lain :( @kardusdeveloper",1
2025-10-14T11:03:51Z,@HamadaKun16,Vibe coding gampang diawal tapi susah jika kode sudah sangat panjang,1
2025-10-14T11:01:40Z,@sekadauonline8422,Semoga WPU tambahin rust ke list WPU Course. :),0
2025-10-14T14:10:37Z,@sandhikagalihWPU,"saat ini belum ada rencana untuk course rust, mudah2an masuk roadmap tahun depan",1
2025-10-14T15:11:55Z,@sekadauonline8422,"​@sandhikagalihWPUterima kasih Pak Dika, biar portofolio makin lengkap.",0
